Stunde_im_Auswertezeitraum;Datum;Uhrzeit;Aussentemperatur_C;Windgeschwindigkeit_m_s;Windrichtung_Grad;Schedule_AN_1_Mittel;Schedule_AN_2_Mittel;Schedule_AN_3_Mittel;Schedule_AB_1_Mittel;Schedule_AB_2_Mittel;Schedule_AB_3_Mittel;Heizlast_AFN_E+_W;Volumenstrom_AFN_E+_m3_s;Luftwechsel_AFN_E+_1_h;Zonentemperatur_AFN_E+_C;Heizlast_WSOA_W;Volumenstrom_WSOA_m3_s;Luftwechsel_WSOA_1_h;Zonentemperatur_WSOA_C;Heizlast_DFR_DEFAULT_W;Volumenstrom_DFR_DEFAULT_m3_s;Luftwechsel_DFR_DEFAULT_1_h;Zonentemperatur_DFR_DEFAULT_C;Heizlast_DFR_BLAST_W;Volumenstrom_DFR_BLAST_m3_s;Luftwechsel_DFR_BLAST_1_h;Zonentemperatur_DFR_BLAST_C;Heizlast_DFR_DOE-2_W;Volumenstrom_DFR_DOE-2_m3_s;Luftwechsel_DFR_DOE-2_1_h;Zonentemperatur_DFR_DOE-2_C
1083;15.02.;02:00;-8,41;0,25;86,4;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;21929,5;0,051565;0,01719;17,000;22575,6;0,078078;0,02603;17,000;22575,5;0,078084;0,02603;17,000;22575,5;0,078081;0,02603;17,000;22575,5;0,078091;0,02603;17,000
1084;15.02.;03:00;-10,37;0,50;88,7;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;22580,7;0,054252;0,01808;17,000;23185,2;0,078695;0,02623;17,000;23185,2;0,078702;0,02623;17,000;23185,2;0,078698;0,02623;17,000;23185,2;0,078708;0,02624;17,000
1085;15.02.;04:00;-11,14;0,50;40,5;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;23085,2;0,055251;0,01842;17,000;23672,8;0,078940;0,02631;17,000;23672,8;0,078946;0,02632;17,000;23672,8;0,078943;0,02631;17,000;23672,8;0,078953;0,02632;17,000
1086;15.02.;05:00;-9,79;0,25;34,4;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;23133,2;0,053398;0,01780;17,000;23753,8;0,078509;0,02617;17,000;23753,8;0,078515;0,02617;17,000;23753,8;0,078512;0,02617;17,000;23753,8;0,078521;0,02617;17,000
1087;15.02.;06:00;-8,85;0,25;40,7;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;23050,7;0,052162;0,01739;17,000;23689,2;0,078215;0,02607;17,000;23689,2;0,078221;0,02607;17,000;23689,2;0,078218;0,02607;17,000;23689,2;0,078227;0,02608;17,000
1088;15.02.;07:00;-8,50;0,25;39,3;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;22917,1;0,051717;0,01724;17,000;23560,7;0,078113;0,02604;17,000;23560,7;0,078118;0,02604;17,000;23560,7;0,078116;0,02604;17,000;23560,7;0,078124;0,02604;17,000
1089;15.02.;08:00;-8,15;1,32;50,8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;22766,9;0,053324;0,01777;17,000;23349,1;0,078006;0,02600;17,000;23349,1;0,078012;0,02600;17,000;23349,1;0,078009;0,02600;17,000;23349,1;0,078018;0,02601;17,000
1090;15.02.;09:00;-7,95;2,60;84,8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;22337,0;0,060061;0,02002;17,000;22697,4;0,077944;0,02598;17,000;22697,4;0,077949;0,02598;17,000;22697,4;0,077946;0,02598;17,000;22697,4;0,077955;0,02598;17,000
1091;15.02.;10:00;-7,39;2,04;75,1;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;20737,7;0,054239;0,01808;17,000;21270,8;0,077778;0,02593;17,000;21270,8;0,077783;0,02593;17,000;21270,8;0,077781;0,02593;17,000;21270,8;0,077789;0,02593;17,000
1092;15.02.;11:00;-6,75;1,80;74,9;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;19001,7;0,051698;0,01723;17,000;19597,9;0,077586;0,02586;17,000;19597,9;0,077591;0,02586;17,000;19597,9;0,077588;0,02586;17,000;19597,9;0,077596;0,02587;17,000
1093;15.02.;12:00;-5,94;2,10;70,0;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;17334,0;0,052480;0,01749;17,000;17884,8;0,077338;0,02578;17,000;17884,8;0,077343;0,02578;17,000;17884,8;0,077341;0,02578;17,000;17884,8;0,077349;0,02578;17,000
1094;15.02.;13:00;-5,20;1,79;75,1;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;15804,1;0,049719;0,01657;17,000;16413,5;0,077122;0,02571;17,000;16413,5;0,077127;0,02571;17,000;16413,5;0,077125;0,02571;17,000;16413,5;0,077132;0,02571;17,000
1095;15.02.;14:00;-5,00;1,80;44,4;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;14998,6;0,048754;0,01625;17,000;15628,8;0,077063;0,02569;17,000;15628,8;0,077068;0,02569;17,000;15628,8;0,077065;0,02569;17,000;15628,8;0,077073;0,02569;17,000
1096;15.02.;15:00;-4,85;2,10;35,4;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;15099,3;0,049549;0,01652;17,000;15702,6;0,077034;0,02568;17,000;15702,6;0,077038;0,02568;17,000;15702,6;0,077036;0,02568;17,000;15702,6;0,077043;0,02568;17,000
1097;15.02.;16:00;-5,36;2,10;65,1;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;15712,7;0,051810;0,01727;17,000;16267,0;0,077202;0,02573;17,000;16267,0;0,077207;0,02574;17,000;16267,0;0,077205;0,02573;17,000;16267,0;0,077212;0,02574;17,000
1098;15.02.;17:00;-7,27;1,54;80,2;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;16734,7;0,051967;0,01732;17,000;17336,0;0,077776;0,02593;17,000;17336,0;0,077781;0,02593;17,000;17336,0;0,077779;0,02593;17,000;17336,0;0,077786;0,02593;17,000
1099;15.02.;18:00;-8,80;0,75;95,1;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;18363,1;0,052633;0,01754;17,000;18984,0;0,078249;0,02608;17,000;18984,0;0,078254;0,02608;17,000;18984,0;0,078252;0,02608;17,000;18984,0;0,078258;0,02609;17,000
1100;15.02.;19:00;-9,05;0,25;49,2;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;19970,2;0,052582;0,01753;17,000;20599,3;0,078313;0,02610;17,000;20599,3;0,078317;0,02611;17,000;20599,3;0,078315;0,02610;17,000;20599,3;0,078321;0,02611;17,000
1101;15.02.;20:00;-9,25;0,00;0,0;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;21129,0;0,052737;0,01758;17,000;21758,3;0,078361;0,02612;17,000;21758,3;0,078365;0,02612;17,000;21758,3;0,078363;0,02612;17,000;21758,3;0,078369;0,02612;17,000
1102;15.02.;21:00;-9,86;0,00;0,0;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;21860,0;0,053562;0,01785;17,000;22476,4;0,078557;0,02619;17,000;22476,4;0,078561;0,02619;17,000;22476,4;0,078559;0,02619;17,000;22476,4;0,078566;0,02619;17,000
1103;15.02.;22:00;-9,69;0,76;71,2;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;22389,1;0,053799;0,01793;17,000;22993,1;0,078502;0,02617;17,000;22993,1;0,078506;0,02617;17,000;22993,1;0,078504;0,02617;17,000;22993,1;0,078510;0,02617;17,000
1104;15.02.;23:00;-9,40;0,74;68,8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;22679,7;0,053378;0,01779;17,000;23291,2;0,078406;0,02614;17,000;23291,2;0,078410;0,02614;17,000;23291,2;0,078408;0,02614;17,000;23291,2;0,078414;0,02614;17,000
1105;16.02.;00:00;-10,72;0,00;0,0;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;22980,4;0,054676;0,01823;17,000;23578,0;0,078828;0,02628;17,000;23578,0;0,078832;0,02628;17,000;23578,0;0,078830;0,02628;17,000;23578,0;0,078836;0,02628;17,000
1106;16.02.;01:00;-11,65;0,00;0,0;0,0000;0,0517;0,0000;0,0000;0,0000;0,0000;29680,3;0,214162;0,07139;17,000;24344,5;0,079132;0,02638;17,000;28831,2;0,212502;0,07083;17,000;31739,2;0,298931;0,09964;17,000;24344,5;0,079139;0,02638;17,000
1107;16.02.;02:00;-10,84;0,00;0,0;0,0661;0,1583;0,0669;0,0000;0,0000;0,0000;56248,8;0,933219;0,31107;17,000;24979,3;0,078878;0,02629;17,000;49517,9;0,827688;0,27590;17,000;64768,7;1,292916;0,43097;17,000;24979,3;0,078885;0,02630;17,000
1108;16.02.;03:00;-9,59;0,00;0,0;0,2059;0,0953;0,2217;0,0000;0,0000;0,0000;78063,5;1,604914;0,53497;17,000;25095,4;0,078478;0,02616;17,000;67030,6;1,415933;0,47198;17,000;91261,5;2,188395;0,72946;17,000;25095,5;0,078485;0,02616;17,000
1109;16.02.;04:00;-8,95;0,00;0,0;0,0333;0,0000;0,0167;0,0000;0,0000;0,0000;29211,7;0,199890;0,06663;17,000;24875,9;0,078270;0,02609;17,000;28786,6;0,205827;0,06861;17,000;30960,2;0,276720;0,09224;17,000;24875,9;0,078277;0,02609;17,000
1110;16.02.;05:00;-8,75;0,25;55,9;0,0000;0,0605;0,0000;0,0000;0,0000;0,0000;29753,2;0,227107;0,07570;17,000;24587,2;0,078211;0,02607;17,000;29247,6;0,232435;0,07748;17,000;31921,6;0,320923;0,10697;17,000;24859,2;0,087221;0,02907;17,000
1111;16.02.;06:00;-8,70;0,50;110,0;0,0429;0,0921;0,0000;0,0000;0,0000;0,0000;36691,5;0,446091;0,14870;17,000;24288,9;0,078190;0,02606;17,000;34668,0;0,422241;0,14075;17,000;40857,1;0,627398;0,20913;17,000;25371,1;0,114075;0,03802;17,000
1112;16.02.;07:00;-8,65;0,50;115,1;0,1097;0,0493;0,0000;0,0000;0,0000;0,0549;34410,2;0,671577;0,22386;17,000;17661,8;0,180012;0,06000;17,000;30999,9;0,623139;0,20771;17,000;40745,5;0,946940;0,31565;17,000;16307,2;0,135003;0,04500;17,000
1113;16.02.;08:00;-8,35;0,50;104,8;0,0000;0,1033;0,0000;0,0000;0,0000;0,0977;32639,3;0,633924;0,21131;17,000;20100,9;0,274132;0,09138;17,000;29509,2;0,589678;0,19656;17,000;38452,2;0,889470;0,29649;17,000;15837,5;0,131426;0,04381;17,000
1114;16.02.;09:00;-7,74;0,50;69,7;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;12575,7;0,050924;0,01697;17,000;13221,7;0,077890;0,02596;17,000;13221,7;0,077895;0,02596;17,000;13221,7;0,077899;0,02597;17,000;13221,7;0,077895;0,02596;17,000
1115;16.02.;10:00;-7,91;1,31;24,6;0,0000;0,0000;0,0000;0,0000;0,0485;0,0589;20735,5;0,358395;0,11946;17,000;17728,8;0,290150;0,09672;17,000;19524,0;0,350990;0,11700;17,000;25036,6;0,538416;0,17947;17,000;14071,9;0,165497;0,05517;17,000
1116;16.02.;11:00;-8,10;1,79;5,1;0,0365;0,0693;0,0000;0,0000;0,1041;0,1471;43098,9;1,077286;0,35910;17,000;19742,0;0,386573;0,12886;17,000;37392,0;0,985514;0,32850;17,000;56647,1;1,638540;0,54618;17,000;20777,9;0,421886;0,14063;17,000
1117;16.02.;12:00;-7,39;1,25;234,8;0,1161;0,1447;0,1527;0,0000;0,0000;0,0993;54910,6;1,505003;0,50167;17,000;19526,7;0,410932;0,13698;17,000;47310,6;1,377638;0,45921;17,000;70915,9;2,201185;0,73373;17,000;19883,9;0,420118;0,14004;17,000
1118;16.02.;13:00;-6,44;1,00;324,8;0,0000;0,0913;0,0000;0,0693;0,0000;0,0000;20525,0;0,497504;0,16583;17,000;12182,2;0,240302;0,08010;17,000;18911,9;0,483609;0,16120;17,000;25414,7;0,717975;0,23933;17,000;9992,1;0,162174;0,05406;17,000
1119;16.02.;14:00;-5,49;1,00;237,6;0,0000;0,0000;0,0000;0,0833;0,0000;0,0000;11140,0;0,279193;0,09306;17,000;5078,5;0,077241;0,02575;17,000;10709,2;0,287273;0,09576;17,000;13793,9;0,402371;0,13412;17,000;6252,7;0,121029;0,04034;17,000
1120;16.02.;15:00;-5,10;1,00;20,0;0,0000;0,0000;0,0000;0,0637;0,0000;0,0000;8115,7;0,219532;0,07318;17,000;6372,5;0,170256;0,05675;17,000;8108,8;0,237363;0,07912;17,000;10266,2;0,320735;0,10691;17,000;4826,3;0,110543;0,03685;17,000
1121;16.02.;16:00;-5,35;1,00;25,1;0,0000;0,0000;0,0000;0,1367;0,0000;0,1527;35528,1;0,838177;0,27939;17,000;26909,2;0,578773;0,19292;17,000;32830,5;0,805305;0,26844;17,000;42940,7;1,191249;0,39708;17,000;17733,2;0,229022;0,07634;17,000
1122;16.02.;17:00;-5,80;1,00;45,2;0,0000;0,1193;0,0000;0,1049;0,0000;0,0000;32533,3;0,665860;0,22195;17,000;22682,9;0,354886;0,11830;17,000;30390,9;0,642709;0,21424;17,000;38650,9;0,951641;0,31721;17,000;18426,1;0,195234;0,06508;17,000
1123;16.02.;18:00;-6,20;1,00;60,0;0,0000;0,0333;0,0000;0,0000;0,0000;0,0000;19146,7;0,142525;0,04751;17,000;17064,7;0,077482;0,02583;17,000;19333,0;0,161584;0,05386;17,000;20588,0;0,208117;0,06937;17,000;17537,7;0,095015;0,03167;17,000
1124;16.02.;19:00;-6,45;1,25;70,2;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;17810,6;0,050434;0,01681;17,000;18434,0;0,077560;0,02585;17,000;18434,0;0,077570;0,02586;17,000;18434,0;0,077572;0,02586;17,000;18434,0;0,077559;0,02585;17,000
1125;16.02.;20:00;-6,86;1,25;95,2;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;18702,0;0,050993;0,01700;17,000;19320,5;0,077681;0,02589;17,000;19320,5;0,077691;0,02590;17,000;19320,5;0,077693;0,02590;17,000;19320,5;0,077680;0,02589;17,000
1126;16.02.;21:00;-7,56;1,00;99,8;0,0000;0,0000;0,0000;0,0461;0,1527;0,1860;54235,4;1,152628;0,38421;17,000;72864,6;1,902230;0,63408;17,000;48282,0;1,055045;0,35168;17,000;65679,9;1,655537;0,55185;17,000;25878,8;0,281650;0,09388;17,000
1127;16.02.;22:00;-8,31;1,00;95,1;0,0000;0,0000;0,0000;0,1511;0,0000;0,1527;48822,5;0,933606;0,31120;17,000;63355,1;1,511207;0,50374;17,000;43683,5;0,851545;0,28385;17,000;58470,8;1,347273;0,44909;17,000;25428,6;0,239417;0,07981;17,000
1128;16.02.;23:00;-9,82;1,25;125,4;0,0000;0,0000;0,0000;0,1081;0,0000;0,1193;44564,4;0,732669;0,24422;17,000;49484,5;0,965146;0,32172;17,000;39899,0;0,661302;0,22043;17,000;53391,1;1,087004;0,36233;17,000;26438,9;0,236018;0,07867;17,000
1129;17.02.;00:00;-11,51;0,99;150,0;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;21923,6;0,056308;0,01877;17,000;22479,1;0,079084;0,02636;17,000;22479,1;0,079096;0,02637;17,000;22479,1;0,079087;0,02636;17,000;22479,1;0,079105;0,02637;17,000
1130;17.02.;01:00;-12,51;0,50;134,8;0,0000;0,0000;0,0341;0,0000;0,0000;0,0000;27229,2;0,164799;0,05493;17,000;23562,8;0,079389;0,02646;17,000;26663,8;0,167820;0,05594;17,000;28984,3;0,233959;0,07799;17,000;23886,2;0,088630;0,02954;17,000
1131;17.02.;02:00;-12,49;0,50;109,8;0,0453;0,0637;0,1185;0,0000;0,0000;0,0000;50954,6;0,760814;0,25360;17,000;24497,2;0,079375;0,02646;17,000;44779,4;0,667739;0,22258;17,000;59591,6;1,097257;0,36575;17,000;26612,0;0,140753;0,04692;17,000
1132;17.02.;03:00;-12,40;0,50;100,0;0,1583;0,1583;0,1892;0,0000;0,0000;0,0000;84770,0;1,626070;0,54202;17,000;25089,2;0,079347;0,02645;17,000;70170,2;1,386652;0,46222;17,000;103121,7;2,341866;0,78062;17,000;29789,8;0,215711;0,07190;17,000
1133;17.02.;04:00;-13,16;0,50;100,0;0,1017;0,0833;0,1161;0,0000;0,0000;0,0000;62267,0;1,004483;0,33483;17,000;25569,2;0,079591;0,02653;17,000;53075,6;0,860142;0,28671;17,000;73828,8;1,448821;0,48294;17,000;28437,2;0,161022;0,05367;17,000
1134;17.02.;05:00;-13,35;0,50;100,0;0,0000;0,0000;0,0000;0,0605;0,0000;0,0000;32972,5;0,247636;0,08255;17,000;30948,6;0,219756;0,07325;17,000;31551,2;0,236667;0,07889;17,000;35818,9;0,356638;0,11888;17,000;26549,6;0,096043;0,03201;17,000
1135;17.02.;06:00;-12,39;0,50;94,9;0,0000;0,0365;0,0000;0,0921;0,0000;0,0000;41130,9;0,458856;0,15295;17,000;33807,1;0,297405;0,09914;17,000;37704,8;0,412028;0,13734;17,000;46170,2;0,656426;0,21881;17,000;27389,4;0,114063;0,03802;17,000
1136;17.02.;07:00;-11,04;0,50;105,2;0,0605;0,1161;0,0437;0,0000;0,0000;0,0000;40124,0;0,718959;0,23965;17,000;16702,5;0,078916;0,02631;17,000;35214,1;0,645069;0,21502;17,000;47711,2;1,027133;0,34238;17,000;18632,7;0,137988;0,04600;17,000
1137;17.02.;08:00;-9,54;0,75;74,2;0,0921;0,0000;0,1089;0,0000;0,0000;0,0000;36171,3;0,650117;0,21671;17,000;16151,9;0,078442;0,02615;17,000;32295,9;0,592664;0,19755;17,000;42878,0;0,929673;0,30989;17,000;18467,2;0,152347;0,05078;17,000
1138;17.02.;09:00;-8,65;1,00;204,4;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;14484,1;0,052294;0,01743;17,000;15110,2;0,078171;0,02606;17,000;15110,2;0,078165;0,02605;17,000;15110,2;0,078162;0,02605;17,000;15110,2;0,078187;0,02606;17,000
1139;17.02.;10:00;-8,09;1,00;267,4;0,0000;0,0000;0,0000;0,0000;0,1527;0,0000;26615,2;0,489023;0,16301;17,000;14876,8;0,135016;0,04501;17,000;24590,6;0,465784;0,15526;17,000;31700,5;0,708275;0,23609;17,000;15594,4;0,158906;0,05297;17,000
1140;17.02.;11:00;-6,99;1,25;4,9;0,0000;0,0000;0,0000;0,0000;0,0365;0,0000;12455,3;0,152185;0,05073;17,000;10770,4;0,103962;0,03465;17,000;12587,8;0,169931;0,05664;17,000;14167,5;0,227271;0,07576;17,000;10822,4;0,105871;0,03529;17,000
1141;17.02.;12:00;-5,94;1,80;5,1;0,0000;0,0357;0,1193;0,0549;0,1161;0,0693;37721,2;1,130237;0,37675;17,000;15921,0;0,411676;0,13723;17,000;33641,1;1,073761;0,35792;17,000;50788,0;1,714545;0,57152;17,000;17400,8;0,467495;0,15583;17,000
1142;17.02.;13:00;-5,19;2,35;10,0;0,0493;0,1169;0,0907;0,0977;0,0000;0,0833;38069,9;1,239170;0,41306;17,000;15108,6;0,458478;0,15283;17,000;33812,3;1,178355;0,39278;17,000;53008,6;1,915125;0,63837;17,000;18908,8;0,606856;0,20229;17,000
1143;17.02.;14:00;-4,34;2,60;25,2;0,1033;0,0000;0,0953;0,0000;0,0000;0,0000;18234,7;0,582162;0,19405;17,000;4339,7;0,076895;0,02563;17,000;16884,6;0,575012;0,19167;17,000;25342,7;0,910938;0,30365;17,000;11141,6;0,346979;0,11566;17,000
1144;17.02.;15:00;-4,11;2,60;40,0;0,0000;0,0000;0,0000;0,0549;0,0000;0,0000;7778,6;0,199394;0,06646;17,000;13063,1;0,428092;0,14270;17,000;7762,2;0,214408;0,07147;17,000;10020,9;0,305533;0,10184;17,000;6200,5;0,151428;0,05048;17,000
1145;17.02.;16:00;-4,91;2,35;45,1;0,0000;0,0000;0,0000;0,0977;0,0421;0,0000;24394,9;0,430612;0,14354;17,000;37282,4;0,968852;0,32295;17,000;23439,5;0,428271;0,14276;17,000;29385,8;0,660596;0,22020;17,000;18874,5;0,250079;0,08336;17,000
1146;17.02.;17:00;-5,91;1,79;44,9;0,0000;0,1527;0,0000;0,0000;0,1471;0,0000;39661,5;0,884847;0,29495;17,000;34053,6;0,752744;0,25091;17,000;36220,1;0,833322;0,27777;17,000;49124,7;1,312628;0,43754;17,000;23225,4;0,351237;0,11708;17,000
1147;17.02.;18:00;-8,03;1,50;55,2;0,0000;0,0000;0,0000;0,0000;0,1161;0,0000;28207,5;0,390079;0,13003;17,000;35759,0;0,680464;0,22682;17,000;26587,5;0,373686;0,12456;17,000;32707,8;0,579222;0,19307;17,000;20541,5;0,170506;0,05684;17,000
1148;17.02.;19:00;-10,31;0,99;70,0;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;19132,3;0,055009;0,01834;17,000;19707,2;0,078722;0,02624;17,000;19707,2;0,078728;0,02624;17,000;19707,2;0,078732;0,02624;17,000;19707,2;0,078725;0,02624;17,000
1149;17.02.;20:00;-11,66;0,25;34,4;0,0000;0,0000;0,0000;0,0573;0,0549;0,0000;33682,4;0,399443;0,13315;17,000;22863,3;0,123265;0,04109;17,000;31151,9;0,368769;0,12292;17,000;37750,8;0,564364;0,18812;17,000;21765,9;0,090624;0,03021;17,000
1150;17.02.;21:00;-12,30;0,00;0,0;0,0000;0,0000;0,0000;0,1423;0,0977;0,1860;72946,3;1,380831;0,46028;17,000;22924,9;0,079336;0,02645;17,000;60713,4;1,180331;0,39344;17,000;86122,8;1,920566;0,64019;17,000;22924,9;0,079340;0,02645;17,000
1151;17.02.;22:00;-12,76;0,00;0,0;0,0000;0,0000;0,0000;0,1543;0,0661;0,1193;65011,0;1,115995;0,37200;17,000;24288,3;0,079479;0,02649;17,000;55039,0;0,959170;0,31972;17,000;76299,7;1,567190;0,52240;17,000;24288,3;0,079483;0,02649;17,000
1152;17.02.;23:00;-13,35;0,00;0,0;0,0000;0,0000;0,0000;0,1041;0,0865;0,0000;48762,2;0,660551;0,22018;17,000;25385,7;0,079666;0,02656;17,000;42951,8;0,574219;0,19141;17,000;55393,4;0,924403;0,30813;17,000;25385,7;0,079669;0,02656;17,000
1153;18.02.;00:00;-14,01;0,00;0,0;0,0000;0,0000;0,0373;0,0000;0,0000;0,0000;30742,3;0,178958;0,05965;17,000;26284,6;0,079878;0,02663;17,000;29867,6;0,177134;0,05904;17,000;32552,3;0,249996;0,08333;17,000;26284,6;0,079881;0,02663;17,000
1154;18.02.;01:00;-15,01;0,76;55,9;0,1527;0,0000;0,1495;0,0000;0,0000;0,0000;68264,5;1,039507;0,34650;17,000;27128,5;0,080201;0,02673;17,000;56932,7;0,869858;0,28995;17,000;83525,6;1,573787;0,52460;17,000;33624,0;0,251721;0,08391;17,000
1155;18.02.;02:00;-15,25;0,74;54,1;0,0541;0,0000;0,1185;0,0000;0,0000;0,0000;50815,0;0,617814;0,20594;17,000;27619,4;0,080275;0,02676;17,000;44638,7;0,531435;0,17715;17,000;58819,3;0,907159;0,30239;17,000;29445,6;0,128627;0,04288;17,000
1156;18.02.;03:00;-15,15;0,25;71,2;0,1527;0,0477;0,0469;0,0000;0,0000;0,0000;61328,1;0,860263;0,28675;17,000;27862,8;0,080243;0,02675;17,000;52225,5;0,726449;0,24215;17,000;71899,0;1,248073;0,41602;17,000;29291,3;0,118128;0,03938;17,000
1157;18.02.;04:00;-15,71;0,25;68,8;0,0985;0,1049;0,1057;0,0000;0,0000;0,0000;71423,2;1,069458;0,35649;17,000;28398,9;0,080417;0,02681;17,000;59348,5;0,889677;0,29656;17,000;84900,6;1,557594;0,51920;17,000;30285,8;0,129820;0,04327;17,000
1158;18.02.;05:00;-15,64;0,00;0,0;0,0525;0,0000;0,0000;0,0000;0,0000;0,0000;35684,8;0,230746;0,07692;17,000;28845,8;0,080392;0,02680;17,000;34079,2;0,217752;0,07258;17,000;38206,5;0,326070;0,10869;17,000;28845,8;0,080387;0,02680;17,000
1159;18.02.;06:00;-15,66;0,00;0,0;0,1495;0,0405;0,0000;0,0000;0,0000;0,0000;55641,1;0,680781;0,22693;17,000;29298,5;0,080395;0,02680;17,000;48367,7;0,577740;0,19258;17,000;63552,0;0,973642;0,32455;17,000;29298,5;0,080390;0,02680;17,000
1160;18.02.;07:00;-14,83;0,51;86,4;0,1033;0,1121;0,0000;0,0397;0,0000;0,0000;53818,0;0,880167;0,29339;17,000;22699,2;0,153397;0,05113;17,000;44790,5;0,745549;0,24852;17,000;65102,1;1,291668;0,43056;17,000;22875,0;0,156743;0,05225;17,000
1161;18.02.;08:00;-12,68;0,49;83,6;0,0000;0,0000;0,0000;0,1129;0,0000;0,0000;32346,7;0,408080;0,13603;17,000;24873,0;0,238348;0,07945;17,000;29473,8;0,371379;0,12379;17,000;36850,3;0,584084;0,19469;17,000;20256,8;0,105358;0,03512;17,000
1162;18.02.;09:00;-10,89;0,25;76,2;0,0333;0,0000;0,0000;0,0000;0,0000;0,0000;20670,5;0,154530;0,05151;17,000;17786,8;0,078872;0,02629;17,000;20487,0;0,164119;0,05471;17,000;22225,0;0,219005;0,07300;17,000;18066,0;0,087694;0,02923;17,000
1163;18.02.;10:00;-9,90;1,01;83,9;0,1193;0,0000;0,0000;0,0000;0,0000;0,0000;27465,8;0,406482;0,13549;17,000;15845,7;0,078554;0,02618;17,000;25453,4;0,383702;0,12790;17,000;32299,0;0,601147;0,20038;17,000;18197,6;0,153326;0,05111;17,000
1164;18.02.;11:00;-9,80;1,50;20,0;0,1527;0,0000;0,0533;0,0000;0,0000;0,0365;37121,4;0,771768;0,25726;17,000;15459,1;0,160032;0,05334;17,000;32375,5;0,698701;0,23290;17,000;46901,0;1,161341;0,38711;17,000;18992,9;0,272614;0,09087;17,000
1165;18.02.;12:00;-9,29;1,80;20,0;0,0349;0,0000;0,0993;0,0000;0,0000;0,1161;34068,3;0,789356;0,26312;17,000;19720,2;0,401415;0,13380;17,000;29459,1;0,717310;0,23910;17,000;44424,9;1,204567;0,40152;17,000;17343,5;0,323276;0,10776;17,000
1166;18.02.;13:00;-8,29;2,35;20,0;0,1177;0,0000;0,0000;0,1527;0,0000;0,0685;38894,7;1,037893;0,34596;17,000;30488,7;0,850901;0,28363;17,000;33095,5;0,939678;0,31323;17,000;53076,4;1,616926;0,53898;17,000;20301,0;0,506613;0,16887;17,000
1167;18.02.;14:00;-7,29;2,60;20,0;0,0000;0,0000;0,0000;0,1527;0,0000;0,0841;27080,6;0,727291;0,24243;17,000;32514,1;0,984937;0,32831;17,000;23782,7;0,677813;0,22594;17,000;37050,3;1,144243;0,38141;17,000;15968,4;0,403165;0,13439;17,000
1168;18.02.;15:00;-6,60;2,35;25,1;0,0000;0,0000;0,0000;0,0437;0,0469;0,0000;13533,7;0,304265;0,10142;17,000;16823,0;0,450822;0,15027;17,000;12867,0;0,306558;0,10219;17,000;17286,3;0,467695;0,15590;17,000;9480,6;0,183150;0,06105;17,000
1169;18.02.;16:00;-6,76;2,35;35,1;0,0000;0,0000;0,0000;0,1089;0,1057;0,1527;47077,7;1,083375;0,36112;17,000;71363,5;2,052701;0,68423;17,000;42262,6;1,006517;0,33551;17,000;61160,9;1,686886;0,56230;17,000;29244,4;0,537747;0,17925;17,000
1170;18.02.;17:00;-7,51;2,60;50,2;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;17262,6;0,058056;0,01935;17,000;17675,6;0,077854;0,02595;17,000;17675,6;0,077841;0,02595;17,000;17675,6;0,077852;0,02595;17,000;17675,6;0,077842;0,02595;17,000
1171;18.02.;18:00;-9,22;1,79;70,2;0,0000;0,0000;0,1527;0,0000;0,0000;0,0000;34173,7;0,505458;0,16849;17,000;19411,7;0,078387;0,02613;17,000;31452,6;0,468523;0,15617;17,000;40464,8;0,760997;0,25367;17,000;23510,5;0,212701;0,07090;17,000
