Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Wind Direction [deg](TimeStep),ZONE_SUED:Zone Outdoor Air Drybulb Temperature [C](TimeStep),ZONE_SUED:Zone Outdoor Air Wind Speed [m/s](TimeStep),ZONE_NORD:Zone Outdoor Air Drybulb Temperature [C](TimeStep),ZONE_NORD:Zone Outdoor Air Wind Speed [m/s](TimeStep),ZONE_SUED:Zone Mean Air Temperature [C](TimeStep),ZONE_NORD:Zone Mean Air Temperature [C](TimeStep),ZONE_SUED:Zone Ventilation Sensible Heat Loss Energy [J](TimeStep),ZONE_SUED:Zone Ventilation Current Density Volume Flow Rate [m3/s](TimeStep),ZONE_SUED:Zone Ventilation Standard Density Volume Flow Rate [m3/s](TimeStep),ZONE_SUED:Zone Ventilation Mass Flow Rate [kg/s](TimeStep),ZONE_SUED:Zone Ventilation Current Density Air Change Rate [ach](TimeStep),ZONE_NORD:Zone Mixing Current Density Volume Flow Rate [m3/s](TimeStep),ZONE_NORD:Zone Mixing Standard Density Volume Flow Rate [m3/s](TimeStep),ZONE_NORD:Zone Mixing Mass Flow Rate [kg/s](TimeStep),ZONE_NORD:Zone Mixing Sensible Heat Loss Energy [J](TimeStep),ZONE_NORD:Zone Mixing Sensible Heat Gain Energy [J](TimeStep),ZONE_SUED:Zone Mixing Current Density Volume Flow Rate [m3/s](TimeStep),ZONE_SUED:Zone Mixing Standard Density Volume Flow Rate [m3/s](TimeStep),ZONE_SUED:Zone Mixing Mass Flow Rate [kg/s](TimeStep),ZONE_SUED:Zone Mixing Sensible Heat Loss Energy [J](TimeStep),ZONE_SUED:Zone Mixing Sensible Heat Gain Energy [J](TimeStep),IDEALLOADS_NORD:Zone Ideal Loads Supply Air Total Heating Rate [W](TimeStep),IDEALLOADS_NORD:Zone Ideal Loads Supply Air Total Cooling Rate [W](TimeStep),IDEALLOADS_SUED:Zone Ideal Loads Supply Air Total Heating Rate [W](TimeStep),IDEALLOADS_SUED:Zone Ideal Loads Supply Air Total Cooling Rate [W](TimeStep) 
 01/15  06:15:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,17.0,0.0,5.948060086586078,5.959225762833875,6.737913508162181,3.965373391057385,5.94806,5.959225676085257,6.737913410078185,0.0,0.0,5.94806,5.959225676085257,6.737913410078185,0.0,0.0,412.79249264259136,0.0,392.2525446842193,0.0 
 01/15  06:30:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,16.999999999999996,0.0,5.948060086586078,5.959225762833875,6.737913508162181,3.965373391057385,5.94806,5.959225676085257,6.737913410078185,0.0,2.190423909084002e-8,5.94806,5.959225676085257,6.737913410078185,2.190423909084002e-8,0.0,412.8777523653697,0.0,392.3378686073121,0.0 
 01/15  06:45:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.000000000000004,16.999999999999996,2.1904239409700647e-8,5.948060086586078,5.959225762833875,6.737913508162181,3.965373391057385,5.94806,5.959225676085257,6.737913410078185,0.0,4.380847818168004e-8,5.94806,5.959225676085257,6.737913410078185,4.380847818168004e-8,0.0,412.96234677312907,0.0,392.42252906592336,0.0 
 01/15  07:00:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.000000000000004,17.0,2.1904239409700654e-8,5.9480600865860795,5.959225762833876,6.737913508162182,3.965373391057386,5.94806,5.959225676085257,6.737913410078185,0.0,2.190423909084002e-8,5.94806,5.959225676085257,6.737913410078185,2.190423909084002e-8,0.0,413.04628101171704,0.0,392.5065311696381,0.0 
 01/15  07:15:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.000000000000004,17.0,2.1904239409700654e-8,5.9480600865860795,5.959225762833876,6.737913508162182,3.965373391057386,5.94806,5.959225676085257,6.737913410078185,0.0,2.190423909084002e-8,5.94806,5.959225676085257,6.737913410078185,2.190423909084002e-8,0.0,413.12956018815754,0.0,392.5898799900314,0.0 
 01/15  07:30:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.000000000000004,16.999999999999996,2.1904239409700654e-8,5.9480600865860795,5.959225762833876,6.737913508162182,3.965373391057386,5.94806,5.959225676085257,6.737913410078185,0.0,4.380847818168004e-8,5.94806,5.959225676085257,6.737913410078185,4.380847818168004e-8,0.0,413.21218937111547,0.0,392.6725805597961,0.0 
 01/15  07:45:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.000000000000004,17.0,2.1904239409700654e-8,5.9480600865860795,5.959225762833876,6.737913508162182,3.965373391057386,5.94806,5.959225676085257,6.737913410078185,0.0,2.190423909084002e-8,5.94806,5.959225676085257,6.737913410078185,2.190423909084002e-8,0.0,413.2941735903733,0.0,392.75463787413895,0.0 
 01/15  08:00:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,17.0,0.0,5.9480600865860795,5.959225762833876,6.737913508162182,3.965373391057386,5.94806,5.959225676085257,6.737913410078185,0.0,0.0,5.94806,5.959225676085257,6.737913410078185,0.0,0.0,413.3755178371211,0.0,392.83605688990787,0.0 
 01/15  08:15:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,16.999999999999996,17.000000000000004,0.0,5.948060086586078,5.959225762833875,6.737913508162181,3.965373391057385,5.94806,5.959225676085257,6.737913410078185,4.380847818168004e-8,0.0,5.94806,5.959225676085257,6.737913410078185,0.0,4.380847818168004e-8,413.4562270655296,0.0,392.9168425271055,0.0 
 01/15  08:30:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,16.999999999999996,17.0,0.0,5.9480600865860795,5.959225762833876,6.737913508162182,3.965373391057386,5.94806,5.959225676085257,6.737913410078185,2.190423909084002e-8,0.0,5.94806,5.959225676085257,6.737913410078185,0.0,2.190423909084002e-8,413.5363061911192,0.0,392.99699966813205,0.0 
 01/15  08:45:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,16.999999999999996,17.000000000000004,0.0,5.9480600865860795,5.959225762833876,6.737913508162182,3.965373391057386,5.94806,5.959225676085257,6.737913410078185,4.380847818168004e-8,0.0,5.94806,5.959225676085257,6.737913410078185,0.0,4.380847818168004e-8,413.6157600929145,0.0,393.07653315848444,0.0 
